session_id,correct Q1,correct Q2,correct Q3,correct Q4,correct Q5,correct Q6,correct Q7,correct Q8,correct Q9,correct Q10,correct Q11,correct Q12,correct Q13,correct Q14,correct Q15,correct Q16,correct Q17,correct Q18
21070114404481324_q1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
21070114512037524_q1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1
21070114572069560_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
21070115061019880_q1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1
21070115243346060_q1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
21070115334210020_q1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
21070115365416644_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
21070115401495710_q1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1
21070115451357584_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21070115465403480_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
21070115492412840_q1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
21070115514795256_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21070116120248508_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
21070116131575064_q1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
21070116180744930_q1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
21070116221155360_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070116370065020_q1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
21070116433629104_q1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
21070116480766388_q1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1
21070116540943172_q1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
21070117032124724_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
21070117061635680_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
21070117112395630_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21070117124165180_q1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1
21070117253117660_q1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1
21070117270505776_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
21070117303111944_q1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
21070117361766484_q1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1
21070117522426660_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
21070117542995920_q1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1
21070118303116576_q1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
21070118312253452_q1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
21070119174861636_q1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21070119241871344_q1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1
21070119321032108_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
21070119412331252_q1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
21070121540555016_q1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1
21070122393115390_q1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
21070202032223456_q1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0
21070208263500850_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
21070208320611050_q1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
21070208365206828_q1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1
21070208383869892_q1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1
21070208543132676_q1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
21070209091012196_q1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
21070209403213100_q1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
21070210014062268_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
21070210033472156_q1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
21070210034952290_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
21070210121785590_q1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
21070210165921296_q1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
21070210221990510_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
21070210293839676_q1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1
21070210395272210_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
21070210431708892_q1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
21070210503512268_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
21070210514178490_q1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1
21070210543918964_q1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
21070210570148456_q1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1
21070210580871816_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070211050371056_q1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1
21070211051790240_q1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21070211081569684_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
21070211145575290_q1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
21070211163254610_q1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1
21070211210108576_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21070211330761716_q1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1
21070211472608436_q1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1
21070211512685840_q1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
21070211580503464_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
21070211591968844_q1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
21070212175140336_q1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
21070212194954910_q1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
21070212195976290_q1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
21070212261071504_q1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
21070212264213790_q1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1
21070212465741740_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
21070212564069320_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1
21070213140895630_q1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
21070213210429732_q1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
21070213213316950_q1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
21070213222925052_q1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1
21070213251311210_q1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
21070213281475624_q1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1
21070213295357870_q1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
21070213305226600_q1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
21070213322075504_q1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
21070213392614984_q1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1
21070213462946636_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
21070213544968280_q1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
21070214050648610_q1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1
21070214180038100_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21070214232873190_q1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
21070214300773430_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
21070214360918464_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1
21070214373595380_q1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
21070214393108600_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
21070214511559010_q1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
21070214514823590_q1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
21070214521637640_q1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
21070214570705600_q1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
21070215015291628_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
21070215071395704_q1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
21070215280870944_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21070215293663280_q1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
21070215414950476_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
21070215515451796_q1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1
21070215584447084_q1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
21070216250767704_q1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
21070216251190950_q1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
21070216254710620_q1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
21070216274212530_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21070216281380390_q1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1
21070217012077310_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
21070217163157184_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
21070217175946490_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
21070217194215390_q1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
21070217243483876_q1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
21070217251598016_q1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
21070217391553148_q1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
21070217430978804_q1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
21070217431009896_q1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
21070217434417068_q1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
21070217454596170_q1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1
21070217465991456_q1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1
21070218131766430_q1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1
21070218251306650_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070218255234904_q1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
21070219170882204_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
21070219493893680_q1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
21070219504917060_q1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
21070219510409350_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
21070220033781560_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070221391668096_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21070222400631972_q1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1
21070306231044720_q1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
21070307094561544_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21070307465436760_q1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
21070307480337500_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
21070308450648310_q1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
21070308475914412_q1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1
21070308584341096_q1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
21070309130318190_q1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
21070309232050256_q1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
21070309315200430_q1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
21070309471236696_q1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
21070309580540880_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21070310021747264_q1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
21070310064568388_q1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21070310080446950_q1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1
21070310143585270_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070310160546116_q1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1
21070310202527910_q1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
21070310213864856_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1
21070310220024308_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21070310245559108_q1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
21070310260583588_q1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
21070310312030344_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
21070310313314268_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21070310355130948_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21070310400499450_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
21070310422229680_q1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
21070310462685640_q1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
21070310472397256_q1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
21070310522955044_q1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
21070311135582110_q1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21070311154670440_q1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
21070311162285236_q1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
21070311223009010_q1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
21070311252204056_q1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
21070311323115670_q1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1
21070311410936172_q1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
21070311481797550_q1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1
21070311520570748_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
21070311521369456_q1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
21070312123257172_q1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
21070312225994544_q1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
21070312265342844_q1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
21070312322407700_q1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
21070312371797852_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
21070312501026660_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
21070313070084070_q1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1
21070313134245150_q1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
21070313244609416_q1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
21070313350513296_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21070313414454616_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21070314052242910_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
21070314070743290_q1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
21070314105187160_q1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
21070314162899244_q1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1
21070314193108830_q1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
21070314193241000_q1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1
21070314195690624_q1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21070314200812092_q1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1
21070314320631136_q1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
21070314322678430_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
21070314344706376_q1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
21070314452027028_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
21070314561367224_q1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
21070314561978360_q1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1
21070315173411308_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
21070315211363370_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
21070315221881410_q1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
21070315222950670_q1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
21070315273470680_q1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
21070315293419776_q1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1
21070315312557880_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
21070315320785416_q1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
21070315321320036_q1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21070315503236636_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1
21070316014238120_q1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
21070316052327380_q1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
21070316263091210_q1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
21070316341993224_q1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1
21070317152913620_q1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
21070317384996180_q1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
21070317522319250_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1
21070317543251090_q1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
21070318042400350_q1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1
21070318234231440_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21070319253640464_q1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
21070320244752428_q1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1
21070320575100276_q1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
21070321082632548_q1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1
21070322040452696_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21070323580769790_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
21070407070956924_q1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
21070408075233812_q1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
21070408303222020_q1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
21070409140650748_q1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
21070409212580324_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
21070409233527880_q1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
21070409382128650_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
21070409523724668_q1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1
21070409551220510_q1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1
21070410015480284_q1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
21070410080769370_q1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
21070410343595880_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
21070410353674470_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21070411011043416_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21070411080913310_q1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
21070411113995976_q1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
21070411132615996_q1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
21070411183664110_q1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
21070411282478290_q1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1
21070411295040604_q1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21070411301743730_q1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
21070411360910250_q1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1
21070411463060416_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
21070411524562470_q1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1
21070412041773652_q1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21070412315712900_q1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1
21070412373157604_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21070412551370510_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
21070413023488260_q1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
21070413025154700_q1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1
21070413075210030_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21070413112318920_q1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
21070413174575956_q1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
21070413185479516_q1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1
21070413214293024_q1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
21070413295196360_q1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
21070413310837130_q1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1
21070413360756024_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21070414010859190_q1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21070414011394210_q1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
21070414084147680_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21070414104839430_q1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
21070414145427228_q1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
21070414163887664_q1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
21070414243715550_q1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
21070415414408788_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21070415474541332_q1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
21070416141493870_q1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1
21070416284008000_q1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
21070416343777830_q1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0
21070416444193100_q1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21070417024057132_q1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
21070417051293588_q1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1
21070417104862228_q1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21070417140012864_q1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1
21070417140803880_q1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
21070417210784290_q1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1
21070417374026520_q1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21070417475021652_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
21070417492008456_q1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1
21070417510735372_q1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
21070417595357136_q1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
21070418193981276_q1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
21070418240926036_q1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1
21070418244378412_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
21070418443215000_q1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
21070420124156640_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
21070500291927656_q1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
21070507434025624_q1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
21070508084250228_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21070508213991108_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21070508280130664_q1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
21070509130881250_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
21070509405062092_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21070510000429440_q1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
